,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-5.8783e-15,-1.1757e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,2.2537e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,1.6659e-14,-3.3318e-14
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,-1.2745e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,9.8219e-16,1.9644e-15
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,8.8162e-15
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,9.7984e-15,-1.9597e-14
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,-2.6466e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-2.0579e-14,-4.1158e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,5.1939e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,2.9379e-15,-5.8758e-15
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,1.6656e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,1.4703e-14,2.9406e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,3.8218e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,2.4499e-14,-4.8998e-14
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,2.9354e-15
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-3.528e-14,-7.0559e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,2.4497e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,1.7639e-14,-3.5277e-14
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,-1.0786e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-2.8419e-14,-5.6838e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,1.0776e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,1.0778e-14,-2.1556e-14
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,-2.4507e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-2.1559e-14,-4.3117e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,-2.9453e-15
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,3.9176e-15,-7.8353e-15
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,7.5459e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-1.4698e-14,-2.9396e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,4.0177e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,-2.9429e-15,5.8857e-15
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,6.1738e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-7.8377e-15,-1.5675e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,2.6456e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,-9.8034e-15,1.9607e-14
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,4.8017e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-9.7724e-16,-1.9545e-15
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,1.2735e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,-1.6664e-14,3.3328e-14
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,3.4296e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-2.2538e-14,-4.5077e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,-9.8591e-16
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,3.3319e-14,-6.6638e-14
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
,-1,2.0575e-14
,-0.99803,-0.12533
,-0.99211,-0.24869
,-0.98229,-0.36812
,-0.96858,-0.48175
,-0.95106,-0.58779
,-0.92978,-0.68455
,-0.90483,-0.77051
,-0.87631,-0.84433
,-0.84433,-0.90483
,-0.80902,-0.95106
,-0.77051,-0.98229
,-0.72897,-0.99803
,-0.68455,-0.99803
,-0.63742,-0.98229
,-0.58779,-0.95106
,-0.53583,-0.90483
,-0.48175,-0.84433
,-0.42578,-0.77051
,-0.36812,-0.68455
,-0.30902,-0.58779
,-0.24869,-0.48175
,-0.18738,-0.36812
,-0.12533,-0.24869
,-0.062791,-0.12533
,-1.5678e-14,-3.1356e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,-1.4707e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
