Time (ms),x1,x2
1.778e+05,0.077347,1.0711
1.78e+05,-1.0078,-0.32172
1.782e+05,-1.0728,0.25565
1.784e+05,0.11469,-0.041181
1.786e+05,1.9341,0.39667
1.788e+05,1.8583,-0.71284
1.79e+05,2.4697,0.54475
1.792e+05,0.29185,-2.1725
1.794e+05,-0.59849,-1.3987
1.796e+05,-0.70255,1.9619
1.798e+05,-0.10487,2.3839
1.8e+05,-0.8687,0.58793
1.802e+05,-0.66955,-1.071
1.804e+05,-0.43656,-0.96318
1.806e+05,-0.41104,-0.86567
1.808e+05,-0.47735,0.39753
1.81e+05,-0.42801,1.851
1.812e+05,-0.099821,0.38003
1.814e+05,1.3972,-0.12403
1.816e+05,0.6389,-0.23424
1.818e+05,-0.11699,1.1913
1.82e+05,-1.9844,0.10121
1.822e+05,-1.1562,0.2268
1.824e+05,0.065163,-0.94524
1.826e+05,-0.13891,0.42982
1.828e+05,0.2469,-1.0212
1.83e+05,-0.058278,0.10772
1.832e+05,-0.41102,-0.80283
1.834e+05,-1.3937,2.8701
1.836e+05,0.066138,1.191
1.838e+05,-0.31852,-0.74159
1.84e+05,-0.14162,-0.54212
1.842e+05,0.1472,1.187
1.844e+05,0.87813,0.42602
1.846e+05,1.2949,-1.5529
1.848e+05,-0.80009,0.29667
1.85e+05,0.2125,0.045674
1.852e+05,1.0422,-0.95739
1.854e+05,-0.30501,1.1115
1.856e+05,-1.6201,0.62599
1.858e+05,-1.4215,-0.98954
1.86e+05,-0.88288,1.2935
1.862e+05,0.9161,1.5976
1.864e+05,2.0131,-0.96467
1.866e+05,1.254,-0.22106
1.868e+05,1.0989,0.81121
1.87e+05,0.37748,-0.49396
1.872e+05,1.1513,0.17686
1.874e+05,1.8735,-0.018441
1.876e+05,-0.4178,-0.23647
1.878e+05,-0.20558,-1.1061
1.88e+05,0.39118,1.0378
1.882e+05,0.1363,0.9028
1.884e+05,0.77982,0.12658
1.886e+05,0.04127,0.14804
1.888e+05,-0.84889,1.4522
1.89e+05,-0.044262,0.19132
1.892e+05,0.20263,-0.77813
1.894e+05,0.25513,0.14995
1.896e+05,1.2448,1.0285
1.898e+05,0.27377,-0.090574
1.9e+05,-0.064577,-1.4136
1.902e+05,0.61297,-2.1289
1.904e+05,-0.71036,-1.6295
1.906e+05,-0.63955,1.2592
1.908e+05,-0.33317,1.5305
1.91e+05,0.47987,-0.83723
1.912e+05,0.73124,-0.59263
1.914e+05,0.34904,0.21658
1.916e+05,-0.86955,-0.53722
1.918e+05,0.17507,0.14757
1.92e+05,1.9633,-0.61896
1.922e+05,1.7966,-1.3126
1.924e+05,1.3176,-1.2919
1.926e+05,0.25191,0.35579
1.928e+05,-0.74513,-0.196
1.93e+05,-0.44174,-0.47825
1.932e+05,-1.5639,-0.16106
1.934e+05,0.74124,-0.97621
1.936e+05,2.0749,-0.81566
1.938e+05,-0.67682,0.50876
1.94e+05,-2.6165,1.2278
1.942e+05,-0.98547,0.28717
1.944e+05,0.1958,0.19316
1.946e+05,0.50081,-0.74534
1.948e+05,-1.3299,-0.72408
1.95e+05,-1.0057,-0.54914
1.952e+05,0.0084778,0.43139
1.954e+05,1.0433,-0.063365
1.956e+05,-0.74575,1.0835
1.958e+05,0.080922,-0.69024
1.96e+05,-0.70666,-0.013149
1.962e+05,-0.46649,-0.58098
1.964e+05,1.4694,-0.14656
1.966e+05,2.5447,0.13509
1.968e+05,1.5817,-2.0907
1.97e+05,1.1512,-0.84868
1.972e+05,-0.97937,-0.73858
1.974e+05,-0.32199,1.8311
1.976e+05,1.08,1.6696
1.978e+05,-0.14437,0.15242
1.98e+05,-0.39405,-0.70106
1.982e+05,2.6403,-0.44275
1.984e+05,2.9676,0.17738
1.986e+05,2.2661,1.1187
1.988e+05,1.0063,0.22763
1.99e+05,-1.3599,0.79569
1.992e+05,-3.2533,-0.081409
1.994e+05,-1.8136,1.051
1.996e+05,-0.98394,-0.12181
1.998e+05,-1.4079,-1.251
