Time (ms),x1,x2
1.784e+05,-0.52202,-1.526
1.786e+05,-1.3544,0.63312
1.788e+05,-0.52621,2.4015
1.79e+05,0.86331,1.2033
1.792e+05,-0.83642,-2.249
1.794e+05,-2.1703,-2.4942
1.796e+05,-0.24533,1.0993
1.798e+05,1.5095,1.6603
1.8e+05,1.8117,1.0714
1.802e+05,0.0042532,0.373
1.804e+05,-0.42598,-0.65005
1.806e+05,0.42077,-0.92055
1.808e+05,-0.010575,0.75468
1.81e+05,-0.22873,0.30657
1.812e+05,-1.0338,-0.63679
1.814e+05,-1.106,-0.96676
1.816e+05,-0.84934,0.32499
1.818e+05,-0.37015,1.9993
1.82e+05,1.472,1.0823
1.822e+05,1.8872,-0.13112
1.824e+05,-0.31536,-1.8199
1.826e+05,-1.9296,-0.26126
1.828e+05,-2.3652,0.39416
1.83e+05,-0.95427,0.71208
1.832e+05,-0.96114,0.22399
1.834e+05,-0.70788,0.79384
1.836e+05,0.90076,1.1582
1.838e+05,2.5183,0.36561
1.84e+05,2.4183,-1.3219
1.842e+05,-0.72482,-1.1651
1.844e+05,-1.3806,-1.3435
1.846e+05,-0.064186,0.080687
1.848e+05,1.3345,-0.45217
1.85e+05,0.96309,0.72963
1.852e+05,1.5882,1.4826
1.854e+05,-0.29169,-0.00064408
1.856e+05,-0.48743,-1.5647
1.858e+05,-1.3232,-0.32582
1.86e+05,-0.79425,2.759
1.862e+05,1.315,2.4375
1.864e+05,2.5689,-1.9244
1.866e+05,-2.3672,-2.3589
1.868e+05,-3.579,-0.28863
1.87e+05,-0.0019362,2.2013
1.872e+05,4.3821,1.6303
1.874e+05,2.0395,-0.37185
1.876e+05,-0.66475,-2.9471
1.878e+05,-3.5262,-0.082011
1.88e+05,1.5181,1.4688
1.882e+05,2.4985,0.1297
1.884e+05,0.72913,-0.34814
1.886e+05,-1.4557,0.090004
1.888e+05,0.3282,0.14177
1.89e+05,0.8748,0.57726
1.892e+05,-0.52435,1.6943
1.894e+05,0.61012,-0.57702
1.896e+05,-1.1833,-2.8786
1.898e+05,-2.2703,-1.5642
1.9e+05,-0.86552,0.88935
1.902e+05,1.1662,0.84696
1.904e+05,-0.1562,0.11929
1.906e+05,-0.87429,-2.7276
1.908e+05,-1.509,-0.67773
1.91e+05,1.9326,1.2003
1.912e+05,1.0256,2.0018
1.914e+05,3.3223,-1.2153
1.916e+05,0.99847,-1.9585
1.918e+05,-0.98141,-0.55293
1.92e+05,-0.49712,0.71935
1.922e+05,0.023498,0.39801
1.924e+05,0.93246,-0.68487
1.926e+05,-0.96494,-1.0487
1.928e+05,-1.4945,1.3616
1.93e+05,1.8514,1.7976
1.932e+05,2.1891,1.3051
1.934e+05,1.5966,-1.3238
1.936e+05,-0.74314,-0.37462
1.938e+05,-0.75019,-1.1526
1.94e+05,-1.3222,0.59241
1.942e+05,1.2932,1.4712
1.944e+05,0.90346,-0.40673
1.946e+05,0.41619,-0.60367
1.948e+05,0.51661,1.0219
1.95e+05,1.3679,1.8231
1.952e+05,1.3145,0.14919
1.954e+05,-0.0069824,-0.81266
1.956e+05,2.6324,-1.0372
1.958e+05,0.54098,-0.7562
1.96e+05,-1.9812,0.33526
1.962e+05,1.5516,0.89209
1.964e+05,2.1171,0.95036
1.966e+05,0.19702,-1.2191
1.968e+05,1.0392,-1.6155
1.97e+05,0.28402,3.4651
1.972e+05,3.2717,1.7093
1.974e+05,0.28454,-0.33897
1.976e+05,-2.5265,-0.50801
1.978e+05,-3.0559,-0.43903
1.98e+05,-1.2441,0.16814
1.982e+05,-0.64625,0.18651
1.984e+05,0.70138,0.39493
1.986e+05,0.29402,1.3349
1.988e+05,2.5228,-1.5533
1.99e+05,0.83964,0.48982
1.992e+05,0.95949,2.1674
1.994e+05,1.2543,-0.29055
1.996e+05,0.39167,-1.9471
1.998e+05,-2.4874,-0.052097
